4001	-1.031183341	-1.034475883
4002	-0.590597246	-0.444660129
4003	-1.142786335	-1.445003231
4004	-1.169789632	-1.33872096
4005	-0.93864924	-1.094397938
4006	-0.974638258	-1.187886064
4007	-0.93589839	-0.908767407
4008	-1.109085231	-1.311216301
4009	-0.963214275	-0.925962271
4010	-1.236114662	-1.500483046
4011	-1.085920287	-1.569313673
4012	-1.128375247	-1.236471859
4013	-0.99671463	-1.09115184
4014	-0.850982891	-0.824876502
4015	-0.981880754	-1.012110022
4016	-1.128513916	-1.343228684
4017	-1.226853547	-1.371624245
4018	-1.15720638	-1.366468422
4019	-1.140575182	-1.374494355
4020	-0.952914887	-1.173624508
4021	-0.990914901	-1.176651844
4022	-1.026654602	-1.10950128
4023	-0.962305726	-1.069209281
4024	-0.889674104	-0.961774198
4025	-0.855674324	-0.928104604
4026	-0.83946177	-0.858733394
4027	-1.137250606	-1.271773295
4028	-1.02487478	-1.12329156
4029	-0.781015336	-0.664587174
4030	-0.861321903	-0.629218749
4031	-0.953019338	-1.026339763
4032	-1.066932221	-1.251013324
4033	-0.746346469	-0.624571609
4034	-0.954028867	-1.016603276
4035	-0.892449797	-0.797322999
4036	-1.019612809	-1.290145976
4037	-1.239735977	-1.481364667
4038	-1.06091801	-1.247053611
4039	-1.152952089	-1.432900627
4040	-1.190134551	-1.386659089
4041	-0.958625143	-0.906224812
4042	-1.095235951	-1.329760469
4043	-1.064229009	-1.19984169
4044	-0.87786952	-0.784734545
4045	-1.091355266	-1.061882767
4046	-1.094483347	-1.231879059
4047	-0.987924051	-1.199289816
4048	-1.164155973	-1.335343869
4049	-1.121202657	-1.278231615
4050	-0.912040015	-0.964925511
4051	-1.042682338	-1.171675382
4052	-1.065470298	-1.244818723
4053	-1.178703947	-1.337323914
4054	-0.707519075	-0.666051394
4055	-0.914769839	-0.935554063
4056	-0.932553794	-1.054249405
4057	-0.891089832	-0.940299457
4058	-0.937546552	-1.167887183
4059	-0.661842441	-0.577787897
4060	-1.035572754	-1.141931119
4061	-0.855354212	-0.803108965
4062	-0.913137033	-1.019101536
4063	-0.784627645	-0.50981046
4064	-0.922384717	-1.002440519
4065	-0.952906192	-1.073679434
4066	-0.999315007	-1.134994131
4067	-1.232068516	-1.504081502
4068	-1.050978356	-1.156064114
4069	-0.443463684	-0.153179987
4070	-1.160393389	-1.448697367
